PID,text,labels
test_id_1033,আমরা সবাই কাজ করতে ইচ্ছুক,Positive
test_id_1034,আমরা যুদ্ধে বিজয়ী হয়েছি,Positive
test_id_1035,আজাদ খুব দ্রুত কাজটি শেষ করতে পারবে,Positive
test_id_1036,২০১৩ সালের সেরা কাপল,Positive
test_id_1037,অনেক সময় চোখের জলকে আগুনে পরিণত করতে হয় :(,Positive
test_id_1038,অসৎ সঙ্গ সর্বদা পরিহার করা উচিত :),Positive
test_id_1039,আগে রাত হইলে আমি,Positive
test_id_1040,আমাদের উপকারী আপা    . সত্যি আপা,Positive
test_id_1041,আল্লাহ তুমি মাহমুদুল্লাহ রিয়াদ এর ফর্ম ফিরায় দাও। সবাই বলেন আমিন :),Positive
test_id_1042,আস্তে কইরা একটা কথা কই সবাই কে,Positive
test_id_1043,আয়ারল্যান্ড যাইতে মন চায়। আয়ারল্যান্ড এত্তো এত্তো সুন্দর কেন??????  সো মাচ রুমান্টিক!!!!,Positive
test_id_1044,ইন শা আল্লাহ কাল কেও আমরা জিতব :,Positive
test_id_1045,ইন্টারেস্টিং   ,Positive
test_id_1046,এই অসম্ভব সুন্দর গানটার আমার বন্ধু,Positive
test_id_1047,একটু ফটোশপে গুতাগুতি করলুম আর কি,Positive
test_id_1048,একদিন ১টি চুড়ই পাখি ১টি সাদা গোলাপের কাছে গিয়ে বলল,Positive
test_id_1049,"একমত! "" _:   অক্টোবরের আবহাওয়ায় ফ্যান চালাইয়া কাঁথা গায়ে দিয়ে ঘুমানো :)""",Positive
test_id_1050,এত খুজাখুজির পরও আমার মত একজন সৎ নিষ্ঠাবান লোকের দেখা পাইলামনা    ,Positive
test_id_1051,কাউকে দুর থেকে ভালবাসাই সব থেকে পবিত্র ভালবাসা | কারন,Positive
test_id_1052,কাজটা করব করব করে করাই হয় না,Positive
test_id_1053,কিছু কিছু   তে ভালোবাসা লুকাই থাকে :),Positive
test_id_1054,ঘুম পারানি মাসী-পিসী আমার ঘরে এসো,Positive
test_id_1055,চাদের আলোএ ঘুম আসেনা . বিছানায় আলো পরছে     অসাধারণ :-),Positive
test_id_1056,চিন্তা ভাবনা করেই দেখুন,Positive
test_id_1057,চিড়ার মোয়া খাই বইসা বইসা  জিনিসটা ভালাই লাগে খাইতে  :,Positive
test_id_1058,চ্যানেলে চ্যানেলে চলছে মান্না দে 'র গানগুলোর বলাতকার :-(,Positive
test_id_1059,ছো্ট বেলার কথা মনে পরে গেল  কত যে চিপস খাইতাম,Positive
test_id_1060,জানতে ইচ্ছে করে,Positive
test_id_1061,টিপ টিপ বৃষ্টি হচ্ছে,Positive
test_id_1062,ঢাকা শহর আইসা আমার পরান জুড়াইল,Positive
test_id_1063,তার মানে কি সুজাতা সিংকে কেও পাত্তাই দেয়নি!!!,Positive
test_id_1064,তবে প্রধানমন্ত্রীর সেন্স অব হিউমার ভাল,Positive
test_id_1065,তরুনদের আইডল আন্ডুর ভাষণটা দেখুন। ব্যপুক মজা পাইছি,Positive
test_id_1066,দিল্লি  : কংগ্রেসের হার,Positive
test_id_1067,মিস ইউ মান্না কাকা,Positive
test_id_1068,মজা পাইছি  .ইন্টারভিউ নিতে মজাই লাগে,Positive
test_id_1069,মজা পাইলে লাইক দিন,Positive
test_id_1070,রাতে ঠান্ডা দিনে গরম,Positive
test_id_1071,রোনালদোতেই খুশি আনচেলত্তি,Positive
test_id_1072,লাল ফোনের টক মিস্টি ঝাল কথোপকোথন,Positive
test_id_1073,লন্ডনের ব্রকওয়াল পার্কের একটি ডেকোরেশন। সাইকেলে সাজানো ফুল!,Positive
test_id_1074,শীতের শুভ্র সকালের মিষ্টতার মত আমার মনটা সবুজ,Positive
test_id_1075,শুভ র প্রীতি শুভেচ্ছা ও আন্তরিক অভিনন্দন ,Positive
test_id_1076,শুভ কামনা   !,Positive
test_id_1077,শুভ সকাল| অনেক দিন পর আজ,Positive
test_id_1078,শুভরাত্রি :) একরাশ শান্তি নিয়ে ঘুম দেবো এখন,Positive
test_id_1079,সকাল সকাল ঘুমাতে হবে সকাল সকাল উঠতে হবে আম্মার কড়া আদেশ :(,Positive
test_id_1080,সত্যি কথা!! : : :  . ,Positive
test_id_1081,সুন্দর গল্প :) :  . Q,Positive
test_id_1082,সুপ্রভাত :),Positive
test_id_1083,সবাই বলে আমি নাকি রিপলাই দিতে অনেক লেইট করি!! ক্যারে ?? :(,Positive
test_id_1084,সমর্থকরা লাইক দিন!!,Positive
test_id_1085,সু-সকাল বন্ধু।,Positive
test_id_1086,সঙ্গতভাবে,Positive
test_id_1087,সুবিধাজনকভাবে,Positive
test_id_1088,ইসলামী ব্যাংকের বর্তমান অবস্থা দেখে মনে হয় শাসক হিসাবে জামাতের সাথেই আওয়ামী লীগ পারে না!,Positive
test_id_1089,পুরোপুরি জামাতমুক্ত করা গেলেই লাভের মুখ দেখবে ইসলামি ব্যাংক,Positive
test_id_1090,"দ্রুত জামাত প্রভাব মুক্ত করা হউক, গ্রাহকরা উপকৃত হবে।",Positive
test_id_1091,এই ব্যাংকটা বন্ধ হয়ে যাওয়াটাই দেশের জন্যে মঙ্গলজনক।,Positive
test_id_1092,আমরা নিজের পায়ে দাডাবো। হাত পাতব কেন?,Positive
test_id_1093,"ভারতে সৌদি বিনিয়োগ হলে, সরাসরি না হলেও, আমাদের অর্থনীতিতে এর ভাল প্রভাব পড়তে পারে।",Positive
test_id_1094,তাহলে তো রডের দাম আরো কমবে।,Positive
test_id_1095,২০২৪-এর মধ্যে চেহারা পাল্টে এমন অবস্থা হবে যে,Positive
test_id_1096,আমি চাইতে সমস্যা কি দাম চাইলাম যা দ্যান,Positive
test_id_1097,সালমান এর বিচার দাবি করছি সে ইসলাম এর দুস্মন,Positive
test_id_1098,"জনগনের সরকার জনবান্ধব বাজেট দিবে এটাই স্বাভাবিক, কারন জনগন কাজ ও উন্নয়ন দেখে ভোট দিবে।",Positive
test_id_1099,"আর সেই লোক টার নাম গোপাল বোষ, বোস নয় কিন্তু",Positive
test_id_1100,বারবার দরকার শেখ হাসিনা সরকার।,Positive
test_id_1101,আর এটাও বোঝা গেল যে গোপাল বোসকে কে পিটিয়েছে,Positive
test_id_1102,"যতদিন তোমার হাতে দেশ, পথ হারাবেনা বাংলাদেশ",Positive
test_id_1103,এভাবেই এগিয়ে যাক আমার প্রিয় জন্মভুমি বাংলাদেশ শেখ হাসিনার নেতৃত্বে ।,Positive
test_id_1104,"চীনে গণতন্ত্র নেই কত দশক হয়ে যাচ্ছে জানেন? চীনের উন্নতি তবে কোনো উন্নতিই নয়, নাকি?",Positive
test_id_1105,শিরোনামটা দেখেই মনটা গর্বে ভরে উঠল। আবার কারো বুকে ব্যথা শুরু হয়ে গেছে নিশ্চয়।,Positive
test_id_1106,টাকা পয়সার কোন চালাচালি সম্ভবত হয়নি এখানে।,Positive
test_id_1107,নিক্কেই এশিয়ান রিভিউবাংলাদেশের উত্থানের পেছনে শেখ হাসিনা,Positive
test_id_1108,ভালো সিদ্ধান্ত।,Positive
test_id_1109,সরকারের বৈদেসিক মুদ্রা বেসি হয় গেছে।,Positive
test_id_1110,ভিয়েতনাম বর্তমানে মালয়েশিয়র মত ধনী রাষ্ট্র,Positive
test_id_1111,"আমার কাছে তো মনে হয়, প্রতিবেদন ৯০% ঠিক বলছে",Positive
test_id_1112,ভিয়েতনামের পরিসংখ্যানটাও প্রয়োজন ছিল।,Positive
test_id_1113,"প্রতিবেদন আর বাস্তবতা ভিন্ন, নতুন কোন কর্মব্যবস্হা না সৃষ্ট করে প্রতিযোগি করা যাবে না।",Positive
test_id_1114,বেতন আরেকটু বেশি হলে ভাল হয়।,Positive
test_id_1115,"তথ্যনির্ভর লিখা, ভালো লাগলো",Positive
test_id_1116,আগে সরকারী চাকুরীর পিছে ছোটা বাদ দিতে হবে।,Positive
test_id_1117,আমাদের গতানুগতিক পুঁথিগত বিদ্যাই এই বিশাল বেকারত্বের একমাত্র কারণ। সামাজিক দৃষ্টিভঙ্গিও অনেকটা দায়ী।,Positive
test_id_1118,যাদের জন্য স্বাধীন হয়েছে সেই ভাতাভোগী সকল মুক্তিযোদ্ধারে ৩০ লাখ করে লোন দেওয়া হোক,Positive
test_id_1119,"নুতন করে যানজট বারাবেন না, এম্নিতেই নাকাল।",Positive
test_id_1120,আহা কি আনন্দ আকাশে এবং বাতাসে।,Positive
test_id_1121,প্রাইভেট সেক্টরের জবাবদিহীতা যদি পাবলিক সেক্টরেও থাকত তাহলে দুর্নীতি হত না।,Positive
test_id_1122,আহারে সরকারী চাকুরীজীবিরা কত্তো সুবিধা পায়,Positive
test_id_1123,আমি এর বিরোধিতা করছি।,Positive
test_id_1124,সেই চেষ্টাই করে যাচ্ছি দিনরাত। আল্লাহ ভরসা।,Positive
test_id_1125,এই চুক্তির ফলাফল কি?,Positive
test_id_1126,ছবিতে মাত্র সাতজন। আমি তো ভাবতাম আলীবাবার সাথে  জন থাকে,Positive
test_id_1127,জনগন চাই গ্রামীন এসএমসি করুক।।,Positive
test_id_1128,এ আর বলতে ? লজ্জা নাইত ভাই এদের। কি আর বলব।,Positive
test_id_1129,এ ধরনের অর্থ কেলেঙ্কারী হলে যে কোনো সভ্য দেশের অর্থমন্ত্রী নিজ থেকেই পদত্যাগ করত।,Positive
test_id_1130,যে ঘুমিয়ে থাকে তাকে জাগানো যায়,Positive
test_id_1131,দুর্নীতিবাজজ যেই হোক ছাড় দেয়া হবে নাদলীয় দলে আলোচনা স্বাপেক্ষে ব্যবস্থা।:),Positive
test_id_1132,"শিরোনামটা সুন্দর হয়েছে! দেখা যাক, দুদক বিড়াল থেকে বাঘ হতে পারে কিনা।",Positive
test_id_1133,উনি উন্নয়ন এর জোয়ার এ ভাসছেন।,Positive
test_id_1134,লজ্জা হয় না এখনো?,Positive
test_id_1135,দুদক চেয়ারম্যানের কাছে প্রশ্ন আর কী কী প্রমাণ দরকার এই চোরদের ধরতে?,Positive
test_id_1136,পাকিস্তানের অবকাঠামো উপমহাদেশে সবচেয়ে উন্নত।,Positive
test_id_1137,সৌদী যুবরাজ মুহাম্মদ বিন সালমান।বাদশাহ সালমান তার পিতা।,Positive
test_id_1138,পাক-সৌদি সম্পর্ক কল্যাণকর হোক সকলের জন্য।,Positive
test_id_1139,আদাবেপারি বিনিয়োগ বুঝবে কি ভাবে?,Positive
test_id_1140,শুভঙ্করের ফাঁকি। এটা চাই না। আগের রেট চাই।,Positive
test_id_1141,আগে ১৫ দিনে হলেও একবার রিচার্জ করতাম৷এখন থেকে সেইটাও বন্ধ করা লাগবে বুঝতেসি৷,Positive
test_id_1142,সর্বোচ্চ ৪৫ পয়সা করা উচিত ছিল। তাহলে তা শিরোনাম করার মতন হত।,Positive
test_id_1143,কল রেট সর্বোচ্চ পঁয়তাল্লিশ পয়সা এবং সর্বনিম্ন পঁচিশ পয়সা করা দরকার,Positive
test_id_1144,জনগনের কল্যাণের জন্য কলরেটের সর্বনিম্ন ৫ পয়সা। আর সর্বোচ্চ ১.৫০ টাকা। করার অনুরোধ করাছি।,Positive
test_id_1145,টাকার কোন বিকল্প নাই কথা কম হবে।,Positive
test_id_1146,এনআরবি কোনটি?এনআরবি ব্যাংক?এনআরবি গ্লোবাল ব্যাংক? নাকিএনআরবি কমার্শিয়াল ব্যাংক?,Positive
test_id_1147,বাংলাদেশ ব্যাংকের সাবেক গভর্নর আতিউর রহমান ওনার সময় গ্রাহকদের ব্যাংক এর উপর,Positive
test_id_1148,এই সংবাদ পড়ার পর ব্যংকে টাকা আছে এমন লোকেরা নিশ্চিত আতংকে থাকবেন।,Positive
test_id_1149,আমরা আশাকরি বাংলাদেশের মানুষকে ভালো মানের ভোগ্যপণ্য উপহার দিবে ইউনিলিভার ।,Positive
test_id_1150,সরকার সব করে কিন্তু স্বর্ন কেন বৈধ্য ভাবে আনার ব্যবস্থা করে না !,Positive
test_id_1151,ঋন কেন? গৃহই দেয়া হোক,Positive
test_id_1152,দেশ এগিয়ে যাচ্ছে।,Positive
test_id_1153,কে বলে বাংলাদেশ গরীব দেশ?আমাদের দেশের ব্যবসায়ীরাও এখন বিল গেটসের চেয়ে কম কিসে,Positive
test_id_1154,বিশেষ নিরীক্ষা খুবই প্রয়োজন বলে আমি মানে করি ।,Positive
test_id_1155,ঋণ নিতে ঘুষ ও অন্যান্য দুর্নীতি বন্ধ করতে পারলে খেলাপিঋণ ও কমে যাবে,Positive
test_id_1156,মায়া সান্তোস দেগুইতো হইলো গিয়া “বলির পাঠাঁ”,Positive
test_id_1157,ফিলিপিনস্ এর কাছে শেখার আছে।,Positive
test_id_1158,এটি বাংলাদেশের অন্যতম শ্রেষ্ঠ একটি ব্যবসায়িক প্রতিষ্ঠান যারা দীর্ঘদিন ধরে সুনামের সংগে ব্যবসা করছে।,Positive
test_id_1159,"বাংলাদেশে পারিবারিক রাজনৈতিক ব্যবসার অবস্থাও অনেক ভাল, সেটাই ছোয়া লেগেছে অন্য ব্যবসাগুলোতে",Positive
test_id_1160,তরমুজ আমার পছন্দের। আর সিলেটের গোয়াইন ঘাট অপরুপ স্থান।,Positive
test_id_1161,উনারা সমালোচনা করেন বলেই বাজেটে যা একটু জনস্বার্থ প্রতিফলিত হয় অন্যথায় যাচ্ছে তাই হতো ।,Positive
test_id_1162,সচিবদের গাড়ী কিনতে,Positive
test_id_1163,আমরা সবাই হাঙ্গেরি চলে যাই চলুন,Positive
test_id_1164,"তা আমাদের দেশ থেকে কোটিখানেক নিলে, দশ বসরে ও দেশটাকে ভরিয়ে দিতে পারবে।",Positive
test_id_1165,যে কোন ব্যাক্তি যোগদিতে পারবে.অামি কমিটিতে থাকতে চাই,Positive
test_id_1166,এটি স্বাধীনতা চিকিৎসা পরিষদের মতই,Positive
test_id_1167,"মালিক ৮ লাখ টাকা মুনাফা করবেন কারন তিনি মূলধন বিনিয়োগ করেছেন, যেটা শ্রমিক করেনি।",Positive
test_id_1168,দারাজের জন্য শুভ কামনা!,Positive
test_id_1169,রোহিঙ্গাদের জন্য আবার ঋণও নেয়া হচ্ছে,Positive
test_id_1170,"এই অর্জন আমাদের গর্ব, আমাদের অহংকার।",Positive
test_id_1171,তা হলে তো ফি বছর নির্বাচন হলে খুব ভালো হতো।,Positive
test_id_1172,পৃথিবীর সব দেশেই বাজেট নিয়ে নানামুখী আলোচনা হয় এতে অনেকে খুশি হয় আবার,Positive
test_id_1173,দেশে হরিলুট হলেও কোন সমস্যা নাই কারণ আমাদের অর্থমন্ত্রী বলেছেন এসবই রাবিশ ঘটনা।,Positive
test_id_1174,"দুনিয়া জখন কয়ালা থেকে মুখ ফিরিয়ে নিচ্চে দুযনের ভয়ে, আমাদের হয়ত ভাবা উচিত",Positive
test_id_1175,ঋণের সুদহার এক অংকে নামানো শুধু কঠিনই না আত্মঘাতি সিদ্ধান্তও বটে।,Positive
test_id_1176,আপনি কি এই কারনে অর্থমন্ত্রীর পদত্যাগ চান?,Positive
test_id_1177,এতক্ষণে অরিন্দম কহিল বিষাদে,Positive
test_id_1178,দায়িত্বটা আন্দালিবকে দেয়া হোক!,Positive
test_id_1179,দূনিিতি বাজ কে ফাসি দেওয়া দরকার,Positive
test_id_1180,দয়া করে অার্থ ও বানিজ্যিক দিক থেকে বোঝাবেন কি?,Positive
test_id_1181,উন্নয়নের জোয়ারে জাহাজও ভাসছে। ভাবতে ভালই লাগে।,Positive
test_id_1182,আমিও দাবি জানাচ্ছি যে শ্রমিকদের বেতন সর্বনিম্ন  না হলেও - হাজার হোক।,Positive
test_id_1183,ভিন দেশের ভাষা জ্ঞান লাভ করা অল্পশিক্ষিত শ্রমিকদের জন্য মোটেও সহজ কাজ নয়।,Positive
test_id_1184,দক্ষ জনশক্তি সৃষ্টি করতে হবে সবার আগে। তারপর এক্সপার্ট বিদেশে পাঠাতে হবে।,Positive
test_id_1185,ডিজিটাল হুন্ডি বন্ধ না হলে এই ধারা অব্যহত থাকবে,Positive
test_id_1186,গণিতে ফেল করা ছাত্রদের গণিতে আস্থা কম থাকে।,Positive
test_id_1187,আর কতদিন প্রবাসীদের বেচে খাবেন?,Positive
test_id_1188,যাচাই করুন সোনাটা খাঁটি কিনা?,Positive
test_id_1189,বঙ্গোপসাগর আসলে সোনার খনি।,Positive
test_id_1190,দেশের অর্থনীতির ১২টা বাজিয়ে এখন রংচং করা নোট নিয়ে আসছেন,Positive
test_id_1191,ভালো সিদ্ধান্ত সরকারের যেখানে,Positive
test_id_1192,আপনারা সত্যি দারুণ! সঠিক সময়ে সঠিক কথাটাই আপনাদের মাথায় আসে খুব!,Positive
test_id_1193,বাজেটে ইফেক্ট হবে কেন! বিদেশীকে বিদেশী সাহায্য দিয়েই প্রতিপালন করতে হবে।,Positive
test_id_1194,মিয়ানমারের কারণে না নিজেদের মানবতা দেখানোর কারণেই বাজেটে পরিবর্তন আনতে হবে,Positive
test_id_1195,দরিদ্রদের পাত্রের খাবার অন্যদের পাত্রে দেয়ার বন্দোবস্ত করা।,Positive
test_id_1196,রোহিঙ্গারা কি এদেশে সেন্ট মার্টিন দেখতে এসেছে ? সাম্প্রদায়িক জিগির তুলে তাদের নির্বাসিত করা হয়েছে।,Positive
test_id_1197,"আস্তে ক'ন, বিএনপি-জামায়তিদের গাত্রদাহ শুরু হবে।",Positive
test_id_1198,অভিনন্দন বাংলাদেশ। বাংলাদেশের প্রতিটি সুখবরই আমাদের জাতি হিসেবে আরও আত্মবিশ্বাসী করে।,Positive
test_id_1199,সত্য কথা বলেছেন সিদ্দিক ভাই।,Positive
test_id_1200,মূলধন বরাদ্দ ঘোষনাই সরকারী ব্যাংকগুলির বেপরোয়া লুটপাটের প্রেরণা।,Positive
test_id_1201,ব্যাংক লুটের টাকা নির্বাচনে আসবে তা বলতে লজ্জা লাগছে তাই কালো টাকা হিসেবে বলেছেন।,Positive
test_id_1202,সরকার পরিবর্তন হলে দুর্নীতির বিচার হবে,Positive
test_id_1203,হাজার,Positive
test_id_1204,দলীয় বিবেচনায় কেন নতুন ব্যাংকের অনুমোদন দিচ্ছেন। ব্যাংকের পরিচালনা পর্ষদে কেন দুর্নীতিবাজ লোককে নিয়োগ দিচ্ছেন?,Positive
test_id_1205,সরকার পরিবর্তন হলে দুর্নীতির বিচার হবে।,Positive
test_id_1206,দিন ক্ষন বছর লাগে নাকি,Positive
test_id_1207,"মোবাইলের ডাটা থে‌কে বাইক মূল্য নির্ধার‌নের এলা‌হি কারবার যে যার মত লাভ ওঠা‌চ্ছে, সরকার",Positive
test_id_1208,দাম আরও কমিনে আনা দরকার।,Positive
test_id_1209,বাইকের গুনাগুন নিয়ে সন্দেহ নেই কিন্তু দামের দিকটা বেশি গুরুত্ব পাবে আশা করছি।,Positive
test_id_1210,ভাল সংবাদ। এভাবেই বাংলাদেশ মাথা উঁচু করে বিশ্বকে জানান দেবে আমরা আসছি,Positive
test_id_1211,ধন্যবাদ হোন্ডা প্রাইভেট লিঃ।,Positive
test_id_1212,পরিবর্তন বিহীন আলোচনা [কার্যকর করা না হলে] অর্জন নয় রোদন ।,Positive
test_id_1213,নতুন পাঁচ পয়সার কয়েনের যে সাইজ তাতে নতুন কাগুজে নোটের অবস্থা ভালো হলেই হয়।,Positive
test_id_1214,সর্বত্র আজ ভোটের জন্য হাহাকারমাননীয় শিল্পমন্ত্রীসহ সংশ্লিষ্ট কর্মকর্তাদের উপলব্ধির জায়গা তৈরী হোক।,Positive
test_id_1215,এতো ভয়ানক অবস্থা,Positive
test_id_1216,"বাংলাদেশের গার্মেন্টস আসলে দরিদ্র, অসহায় ও প্রান্তিক মানুষদের শ্রম শোষণ ইন্ডাস্ট্রী।",Positive
test_id_1217,দৈনিকই এরকম একটা খুশির খবর চাই। জয় বাংলা।,Positive
test_id_1218,তাহলে বাজারে ডলারের দাম কমে না কেন?,Positive
test_id_1219,টাকার বিপরীতে ডলারের দাম বাড়াতে এমনটি হয়েছে।,Positive
test_id_1220,এরা আসবে তো তাদেরকে যথাযতভাবে ফেরৎ আনা ও সরকারের দায়িত্ব ।,Positive
test_id_1221,ভারতের ওয়ানটাইম গাড়ির গার্বেজে দেশ পূর্ণ হবার তালে।পরিকল্পনাগুলো সফল হোক।,Positive
test_id_1222,বাংলাদেশে এখন গাড়ি উৎপাদনের সময় এসেছে। কারন এখন বাংলাদেশের মধ্যবৃত্তের লোকেরা,Positive
test_id_1223,চালাবে কোথায় ? ঢাকার রাস্তায় জায়গা কোথায় ?,Positive
test_id_1224,ওইসব এলাকার,Positive
test_id_1225,"ব্যবসায়ীদের নিরাপত্তা দিতে হবে, সে যদি ফুটপাথের ব্যবসায়ীও হন।",Positive
test_id_1226,ওরা ত এমনিতেই বাড়ি বানাতে পারে বেসরকারি চাকরিজীবীদের জন্য কিছু করুন।,Positive
test_id_1227,পুরাটা ই গ্রাহকের জন্য যন্রনাদায়ক এবং ফলাফল শূন্য ব্যবস্হা।,Positive
test_id_1228,দেশের অর্থনীতির যা অবস্থা আপনাকে খুব বেশী চালাক লোক বলে মনে হয় না।,Positive
test_id_1229,একতরফা নির্বাচন কইরা নিজেরাই ।,Positive
test_id_1230,আপনাদের দলের,Positive
test_id_1231,হিরক রাজার মন্ত্রী নিজেকে খুব চালাক মনে হয়?????????????,Positive
test_id_1232,এখানেই বিএনপির পার্থক্য আওয়ামী লীগের সাথে। বাস্তবে উনারা ভুলে গেছেন ডিমেনশিয়া রোগীর মত.,Positive
test_id_1233,অর্থমন্ত্রী ঠিক বলেছেন ।,Positive
test_id_1234,বিগত নির্বাচনে অংশ গ্রহণ না করে বিএনপির কি লাভ হয়েছে ?,Positive
test_id_1235,ন‌িজ‌েকে খুব চালাক ভাব‌েন? ব্যাংক‌ের হাজার ক‌োট‌ি টাকা ল‌োপাট‌ের হ‌িসাবটা বুঝ‌িয়‌ে দেনত‌ো!,Positive
test_id_1236,একটি দল আপনাদের বেকুব বানিয়েছিল।,Positive
test_id_1237,সন্মান করা কবে শিখবেন?,Positive
test_id_1238,মালিকদের শোষনের মনোবৃত্তি থেকে বেড়িয়ে সুশাসন প্রতিষ্ঠায় মনোযোগ দেয়া জরুরী।,Positive
test_id_1239,শ্রমিক বান্ধব মন্ত্রীরা কই?,Positive
test_id_1240,আপনাদের চোখ অন্ধ হলে সঠিক মন্তব্য করবেন,Positive
test_id_1241,যোগ্য ব্যাংকারের অভাবে ভুগছে ইসলামী ও সরকারী ব্যাংকগুলি।,Positive
test_id_1242,শেখ হাসিনা সরকারের ধারাবাহিকতার ফলেই এটা সম্ভব।,Positive
test_id_1243,সিরিয়ার পরেই আমরা দ্বিতীয় প্রবৃদ্ধি অর্জনের ক্ষেত্রে!,Positive
test_id_1244,প্রবৃদ্ধি অর্জনে দ্বিতীয় হলে সমস্যা কি???????,Positive
test_id_1245,যশোরের গদখালীতে বাণিজ্যিকভাবে চন্দ্রমল্লিকা ফুলের চাষ বিক্রি হবে ৮০ হাজার চন্দ্রমল্লিকা দাম চার লাখ টাকা,Positive
test_id_1246,৫৩০০ টাকায় কি হয় এ ই বাজারে।আমার মতে ৮০০০+ করাউচিত।,Positive
test_id_1247,শেষ এবং টাকা উদ্ধার দেখার অপেক্ষায় আছি।,Positive
test_id_1248,"টাকাতো ফেরত আসবেই, টাকা আবার কোথায় যাবে কিন্তুকথা হল ব্যবস্থাপনা কতটুকু উন্নয়ন হল তাই দেখা",Positive
test_id_1249,তাহলে দার্জিলিং যেতে পারব সহজে।,Positive
test_id_1250,এত যোগাযোগের লাইনের সত্যিই কি দরকার আছে?,Positive
test_id_1251,দেশের বেশীর ভাগ ব্যাংকের এমডি ডিএমডি জিএম এজিএমরা,Positive
test_id_1252,"ভাল উদ্যোগ। সরকারী কর্মকর্তাদের জবাবদিহিতা বৃদ্ধি পাবে, আশা রাখি।",Positive
test_id_1253,দেশের অভ্যন্তরে কোন রাঘববোয়াল এবং বাংলাদেশ ব্যাংকের,Positive
test_id_1254,"বাংলাদেশ ব্যাংকের তদন্ত রিপোর্টে কী আছে, জানতে চাই।",Positive
test_id_1255,আগে নিজের ঘরের চোর ধরেন জাতি দেখতে চায় !,Positive
test_id_1256,মাতৃত্বকালীন ভাতা কার্যক্রম ব্যাংক এশিয়ার মাধ্যমে শুরু হওয়ায় আন্তরিক ধন্যবাদ শেখ হাসিনার সরকার কে।,Positive
test_id_1257,"বাজেটে ভাতা বাড়ছে মুক্তিযোদ্ধা, বয়স্ক, প্রতিবন্ধী, বিধবা, হিজড়া, বেদে, অনগ্রসর জনগোষ্ঠী ও দরিদ্র মায়েদের।",Positive
test_id_1258,অবশেষে! ভালো খবর।,Positive
test_id_1259,অবশ্যই আয়ের উপর ট্যাক্স দেয়া উচিত,Positive
test_id_1260,এখানে ট্যাক্স না ভ্যাটের কথা বলাহচ্ছে।,Positive
test_id_1261,ভাই! রাশিয়ান প্লেন আমারতো ডর করতাছে,Positive
test_id_1262,ফেসবুকে এদের ব্যাপক বিচরণ,Positive
test_id_1263,মারহাবা!,Positive
test_id_1264,গরুর পরিমান বেড়েছে এটা ভাল খবর। কিন্তু ছাগলের পরিমান আগেও বেশি ছিল।,Positive
test_id_1265,এটি খুবই প্রশংসনীয় উদ্যোগ।,Positive
test_id_1266,সমুদ্রগামী কোনো জাহাজ জেটিতে ভেড়ানোর জন্য প্রথমে দরকার হয় জাহাজ চলাচলের নৌপথ।,Positive
test_id_1267,"পায়রা বন্দরের ৫ বছরের অসমাপ্ত কাজ সমাপ্ত করার সুযোগ নিন, নৌকা মার্কায় ভোট দিন।",Positive
test_id_1268,আমার হাতে এখনও অনেক সময় বাকি আছে,Positive
test_id_1269,"কিছু করার নাই, আমার হাতে সময় আছে????",Positive
test_id_1270,এটা কি সব সিম এর ক্ষেত্রে প্রযোজ্য????না শুধু গ্রামীণফোন???,Positive
test_id_1271,ইন্ডিয়ার পজিশনটা কি?,Positive
test_id_1272,আমরা উৎসব প্রিয় জাতি। তাই অত আগপিছ ভাবিনা। তা ছাড়া সামনে নির্বাচন।,Positive
test_id_1273,সামান্য মানে? এসবই এখন আওয়ামী লীগের অন্ধের যষ্ঠী!,Positive
test_id_1274,গরিবের অভ্যেস হল ধার দেনা করা। জয় বাংলা।,Positive
test_id_1275,ধার দেনা করে হলেও আমরা কিন্তু ঘৃত খাবো। ঋণের আগুনে আত্মাহুতি দিলেও ঘৃতাহুতি দেবো না।,Positive
test_id_1276,বাংলাদেশের অর্থনৈতিক উন্নয়নের জন্য চীনের মত দেশের,Positive
test_id_1277,বাজারে আগুন লাগলে ৯৯৯ - এ কল করুন।,Positive
test_id_1278,চাঁদপুরের ইলিশ বলে কথা,Positive
test_id_1279,"এখানে প্রবৃদ্ধির কথা বলা হয়েছে, প্রবৃদ্ধির সাথে অর্থনীতির আকারের কোন সম্পর্ক নেই।",Positive
test_id_1280,বিস্তারিত ব্যাখ্যা করলে কৃতার্থ হই?,Positive
test_id_1281,যাদের অর্থনীতির আকার ছোট তাদের জিডিপি বেশি হলেও অন্যদের চেয়ে কমই থাকে।,Positive
test_id_1282,খুশিতে বাক বাকুম!,Positive
test_id_1283,এই তালিকায় বাংলাদেশ আপনার পেয়ারে পাকিস্তান চেয়ে উপরে কেমনে হল?!,Positive
test_id_1284,নারী অধিকার ঠিকই পশ্চিমে প্রতিষ্ঠা পাবে,Positive
test_id_1285,সাধু সাবধান! শ্রমিক ন্যায্য মজুরী পাক আমরা সবাই চাই। কিন্তু এই সব,Positive
test_id_1286,আলহামদুলিল্লাহ্‌ আমাদের এই ছোট্ট ফুলের বিদ্যালয় টা আরো এগিয়ে যাক সগৌরবে।,Positive
test_id_1287,অভিনন্দন লিটল ফ্লাওয়ার ইন্টারন্যাশনাল স্কুল। আগামী দিনেও এই সাফল্য ধরে রাখবে ইনশাআল্লাহ,Positive
