PID,text,labels
test_id_9524,তার জন্য সবাই একাজটি করবে সে আমাদের আবেগ আমাদের গর্ব।,Neutral
test_id_7458,সবজায়গাতেই ব্রাজিলিয়ান।,Neutral
test_id_8702,থাকতে চায় না যে চিঠিটি পৌঁছাল কিনা ।,Positive
test_id_3322,বিশ্ব খানকি একটা সাফা মাগী,Negative
test_id_8665,হেঁটে ২০ কিলোমিটার পথ পেরিয়ে মামার বাড়ি ।,Positive
test_id_6113,ঐ মাগীরে বদনার ভিতর ঢুকা,Negative
test_id_2850,চার-পাঁচজন শিক্ষক আমাদের পুলিশের মতো পাহারা দিয়ে ।,Positive
test_id_1195,দরিদ্রদের পাত্রের খাবার অন্যদের পাত্রে দেয়ার বন্দোবস্ত করা।,Neutral
test_id_4460,আপনি সিটি কর্পোরেশনের কর্মকতা তাই না,Neutral
test_id_2482,এই বাড়ির কোনো মেয়ে সাপের কামড়ে মারা গিয়েছিল ।,Positive
test_id_5732,করা রিটের শুনানি মঙ্গলবার সুগন্ধা নদীতে এমভি অভিযান-১০ ।,Positive
test_id_7515,"ভেঙে পড়ো না ম্যাশ আমরা গ্যালারিতে আছি তোমাদের সাথে, হারি-জিতি বাংলাদেশ আছে হৃদয়ে",Neutral
test_id_5902,অনুষ্ঠানে ভার্চুয়ালি যুক্ত হয়ে এ অস্বস্তির কথা ।,Positive
test_id_2261,ভেতর হঠাৎই শুনতে পেল জানালার বাইরে দাঁড়িয়ে ।,Positive
test_id_6288,তার চেয়ে পর্ণ ভিডিও তৈরী কর,Negative
test_id_8053,বিদেশ কবে যাচ্ছেন ?,Neutral
test_id_478,ছাপা কবির কে পাব্লিক পুটকি মাইরা ছাইড়া দিছে,Negative
test_id_1365,এসব ওদের মনগড়া কথা। শেখ হাসিনার নেতৃত্বে দেশের মানুষ এখন অনেক বড়লোক হওয়ার পথে আছে।,Neutral
test_id_8215,প্রকৃত আসামিরা বুক ফুলিয়ে ঘুরে বেড়ায় আর নিরীহ জাহালমরা বিনা দোষে জেল খাটে।,Neutral
test_id_8549,কতটুকু পিছিয়ে আছে এবং কোন কোন দিকগুলোতে ঘাটতি ।,Positive
test_id_3639,তোমার ঠোঁট এত লাল কেন? লিপিষ্টিক দিছ কি?,Negative
test_id_329,কথা গুলা কলিজায় গিয়ে আঘাত করলো  ওলে আমাল চুত্মারানি টা,Negative
test_id_4478,"রব, মান্না, সুলতান মনসুরদের লাফালাফি আমি বেশ উপভোগ করছি",Neutral
test_id_4712,খুবই ভাল উদ্যোগ। তবে প্রশ্ন হলঃ ইঞ্জিন কোন দেশের তৈরি?,Neutral
test_id_1257,"বাজেটে ভাতা বাড়ছে মুক্তিযোদ্ধা, বয়স্ক, প্রতিবন্ধী, বিধবা, হিজড়া, বেদে, অনগ্রসর জনগোষ্ঠী ও দরিদ্র মায়েদের।",Neutral
test_id_1136,পাকিস্তানের অবকাঠামো উপমহাদেশে সবচেয়ে উন্নত।,Neutral
test_id_2639,গোটা স্কুলেই এবং স্কুলের বাইরেও ‘বেআক্কেল’ হিসেবে আলিনূরের ।,Positive
test_id_3030,তোরে কুত্তা দিয়া চোদাই খানকি ব্যাশ্যা মাগি কোথাকার। তোর মায়রে কুত্তায় চোদে,Negative
test_id_4934,ইসলামে সুদকে সম্পূণ' হারাম বলা আছে। সরকার কেন ব্যাংকিং খাতে সুদ লেনদেন চালু রেখেছে?,Neutral
test_id_10317,পুড়েছি আমি অনেক কষ্টে অনেক কিছুই দিতে শিখেছি ।,Positive
test_id_444,মাগি ও মাগিরে তুই অপরাধিরে ধর্ম নিয়ে কতা বলার তুই শালি কোন রে,Negative
test_id_11226,ও চাকরি পাওয়ার ইচ্ছে থাকলেও কী পড়বেন ।,Positive
test_id_6420,ঘরে গরম বাহিরে ও গরম ফেসবুকে পরীর গরম,Negative
test_id_105,বাবা ইসলামি ফাউন্ডেশনের চেয়ারম্যান আর মেয়ে পর্ণস্টার,Negative
test_id_6116,আপু আপনি সালমানকে ছেড়ে আমার কাছে চলে আসুন,Negative
test_id_1560,কত সাল থেকে আবগারী শুল্ক কাটা হচ্ছে ?,Neutral
test_id_5112,সঙ্গে বাবুই আর রঙ প্রায়ই চেঁচিয়েমেচিয়ে কথা বলেন ।,Positive
test_id_6505,জামালপুরের ডিসি সাহেবের পক্ষ থেকে অভিনন্দন,Negative
test_id_2067,২০১৭ সালের ফেব্রুয়ারিতে তিনি দৌড়ে টেকনাফ থেকে তেঁতুলিয়া ।,Positive
test_id_947,"তোর মাং ট কোটা পুরো বাংলায় বিলিয়ে দেবে, দেখব কত চোদা খাইতে পারিস",Negative
test_id_6770,ঐ মাগি তরে পুটকি মাইরা মারা উচিৎ। তরা জগতের সতরু,Negative
test_id_4062,বিষয়টা ইসির সঠিক মধ্যপন্থী অবস্থান।,Neutral
test_id_8285,বাহ!,Neutral
test_id_9812,জেগে উঠি ক্ষত সেরে গেলেই আবার বিব্রত হয়ে ।,Positive
test_id_3417,আহমেদ রাফি না বাড়া আমি আছি উগান্ডার,Negative
test_id_3178,জাহিদ খান তুই একটা মাদারচোদ মানুষকে নিয়ে কৌতুক খানকিরপুত,Negative
test_id_2660,খুশি হয়ে ভাবুন না কেন যে অন্য স্কুলের ।,Positive
test_id_6607,তোর৷ মত লটির বিশ্বাস করলেই কি আর না করলেই তোইতো একটা পাড়ার মাগি।,Negative
test_id_2419,সাঁইত্রিশ বছর ধরেই তাঁকে দেখলাম লাঠি হাতে ।,Positive
test_id_11184,প্রায় ১৩ লাখ ৯ হাজার চাকরিপ্রত্যাশী আবেদন ।,Positive
test_id_7057,মুরগী কবিরের বীজ নাকি সাফা মাগি,Negative
test_id_4045,রুপম সাহেবকে,Neutral
test_id_9221,আজ আমি ধূসর কি রঙিন সময়ে পথ হারাই ।,Positive
test_id_3493,সমালোচনার কি আছে আজব ! ধর্ম বিশ্বাস করা না করা ব্যক্তিগত ব্যাপার।,Negative
test_id_2860,তাই আমরা সিদ্ধান্ত নিলাম ট্রেনে চড়ে যাব ।,Positive
test_id_9835,যা কিছু সব আঁকা হয় তবুও সে ।,Positive
test_id_10865,করোনায় চাকরিপ্রত্যাশীদের কাছ থেকে প্রায় ২ বছর সময় ।,Positive
test_id_9295,এখন ঝড়ে কাঁপছে আমার ঘর আপন কি ।,Positive
test_id_840,বাড়া আছে যার গালি আছে তার বুঝলে শুয়ার :-,Negative
test_id_5438,আর তাপমাত্রা ৬ ডিগ্রি সেলসিয়াসের নিচে নেমে গেলে ।,Positive
test_id_4249,সিবিএ নেতাদের গাড়ি ফেরত নেয়া যাবে না ।,Neutral
test_id_11103,বয়স্ক পুরুষকে বিয়ে করে সুখে-শান্তিতে থাকতে পারে ।,Positive
test_id_2767,এক সপ্তাহের প্রথম চার দিন বেডে চিত হয়ে ।,Positive
test_id_10403,দেবো তোমার পাঁজর মনের রঙিন ফুলে ভালোবাসি তোমায় ।,Positive
test_id_5349,তবে বছরের বাকি দিনগুলোতে আবহাওয়ার তেমন কোনো ।,Positive
test_id_3086,"আসিফ একটা জারজ সন্তান,",Negative
test_id_5045,আলিনূর আমাদের কাছে একটা বুদ্ধিমান হিরো হয়ে ।,Positive
test_id_6948,মিয়া খলিফা আর সাফা কবির দুইটাকে যদি আমি একসাথে ঠাপাইতে পারতাম নিজেকে ধন্য মনে করতাম .,Negative
test_id_9435,বুয়েট মেডিকেল থেকে বের হওয়াই জীবনের সব না। শালীনতার বিকল্প উচ্চশিক্ষা নয়।,Neutral
test_id_10886,নিজে খেয়ে না খেয়ে অনেক স্বপ্ন নিয়ে ।,Positive
test_id_10414,হবেনা দুচোখ বোজার আগে আকাশ হয়ে জড়িয়ে ।,Positive
test_id_9694,শ্রেফ সসন্মানে প্রত্যাহার ? চাকুরিচূত করে জেলে পাঠান ।,Neutral
test_id_2162,জ্ঞানী হওয়া সত্ত্বেও নিজেদের ঠিক মতো প্রকাশ ।,Positive
test_id_585,মাগি তুই একটা,Negative
test_id_7247,"যাক আমি বেঁচে গেছি, আমি পাইরেটেড সফটওয়্যার ব্যবহার করি না",Neutral
test_id_2292,তাহলে ভাত খেয়ে লম্বা একটা ঘুম দে ।,Positive
test_id_8751,এত মানুষের চাহিদার প্রেক্ষাপটে পৃথিবীতে সঞ্চিত শক্তি ।,Positive
test_id_83,এরা কেউই আর তোমাকে তোতে না,Negative
test_id_11147,পড়ে গেছেন এই ভেবে- ‘এতো দিন তেমন ।,Positive
test_id_5198,প্রেসিডেন্ট ইব্রাহিম মোহাম্মদ সোলিহ’র আমন্ত্রণে গত ২২ ।,Positive
test_id_11273,তাই আপনি ভাবুন- ৩২ হাজার নয় ৩২ ।,Positive
test_id_11021,শিক্ষা ব্যাবস্হা শুধু এসএসসি আর এইচএসসিদের নিয়ে ।,Positive
test_id_7690,ডোবার ছিল বলেই ডুবেছে।,Neutral
test_id_4678,২০২০ না এক বছরেই সম্ভব। শুধু একটা দুর্নীতি দমন অভিযান চালালেই হবে।,Neutral
test_id_9238,থাকি দাঁড়ায়ে স্মৃতির ঝড়ো বাতাসে দুজনার শরীর ।,Positive
test_id_7020,মাল্টিপ্লাগের বিপরীতে নতুন ২ পিন,Negative
test_id_8259,নেতা বলছেন নেত্রী তাদের (ছাত্রলীগ) সম্বন্ধে কিছু বাড়াবাড়ির অভিযোগ পেয়েছেন।,Neutral
test_id_5559,দিনে জন্মগ্রহণ করায় পাশ্চাত্য মতে আপনি মকর ।,Positive
test_id_1939,রাশিয়ার প্রেসিডেন্ট সব পরিস্থিতিতেই ভাল অবস্থানে থাকেন। কারন রাশিয়া কৌশলগত ভাবে ভাল অবস্থানে রয়েছে এখন।,Neutral
test_id_8488,নিজ বাসভবনে শীতার্তদের জন্য জনপ্রতিনিধি ও দলীয় ।,Positive
test_id_11058,বয়স্ক সক্ষম কেউ বিয়ে করতে পারবে না ।,Positive
test_id_3761,তুমি কার সাথে বাবু ??,Negative
test_id_2987,সময় কেন যে মানুষ এত উপকার করতে চায় ।,Positive
test_id_10775,জ্বেলে সতর্ক পায়ে পায়ে হারাবার জায়গা খুঁজে ।,Positive
test_id_9140,এক গ্রহ থেকে আরেক গ্রহে যাওয়া ভবিষ্যতে হয়ত ।,Positive
test_id_7627,বাংলাদেশে কার্যকর পেস বোলারের অভাব মূলত সঠিক নার্সিং না পাওয়ার জন্য,Neutral
test_id_1617,আমারও ইচ্ছা আছে। যদি সৃষ্টিকর্তা সহায় হন,Neutral
test_id_5302,উজ আহমেদ মুথাসিম আদনানের সঙ্গে পৃথক বৈঠক করেন ।,Positive
test_id_3673,শালা বোকাচোদা বাইনচোদ তোর মত চোদারসময় নাই,Negative
test_id_5243,ও মালদ্বীপের স্বাস্থ্য মন্ত্রণালয়ের মধ্যে স্বাস্থ্যসেবা ও ।,Positive
test_id_11104,৩৭ বয়সী নারী যদি ৯০ বছর বয়স্ক পুরুষকে ।,Positive
test_id_3870,"প্রকাশ্যে কলিমা পড়ে মুসলমান হো মাগি, নইলে তোর কোনো ক্ষমা নাই",Negative
test_id_6576,আমাকে যে ফেসবুকে ফলো করবে আমি তাকে আমার নাম্বার দেব।,Negative
test_id_3461,মাগি টা কই কি?,Negative
test_id_7845,শিশুসুলভ নাগীন ড্যান্স বন্ধ হওয়া দরকার।,Neutral
test_id_10237,বৃষ্টি দেখেছি চারটে দেয়াল মানেই নয়তো ঘর নিজের ।,Positive
test_id_5798,২৩ ডিসেম্বর দিবাগত রাত ৩টার দিকে ঢাকা ।,Positive
test_id_7432,অবশ্যই মনে রাখবে অনেক দিন ।তবে নতুন পরিচয়টা,Neutral
test_id_4490,"রাজীব সাহেরা ইনু, তাহেরদের কর্মকান্ড কি ভুলে গিয়েছেন? জাতীর জনকের হত্যার প্রেক্ষাপট কারা তৈরি করেছিল।",Neutral
test_id_4323,এতো মৃত্যুর মিছিল,Neutral
test_id_4492,সিইসিকে দূরব্যাবহার করার জন্য আইনআনুগ ব্যাবস্হা নেয়া যেতে পারে মান্নার বিরোদ্ধে,Neutral
test_id_6720,সোজা কথায় চুল দিয়ে দুদু ঢাকা,Negative
test_id_1204,দলীয় বিবেচনায় কেন নতুন ব্যাংকের অনুমোদন দিচ্ছেন। ব্যাংকের পরিচালনা পর্ষদে কেন দুর্নীতিবাজ লোককে নিয়োগ দিচ্ছেন?,Neutral
test_id_6835,পরী আর সানি লিওনের মধ্যে ১০০% মিল।,Negative
test_id_8675,সবাই ট্রেন কিংবা বাস চড়ে এই রাস্তা ।,Positive
test_id_5930,গড়ে তুলতে প্রধানমন্ত্রী শেখ হাসিনা দুই মেয়রকে ।,Positive
test_id_1689,কোটা মুক্ত মেধাবী বাংলাদেশ চাই,Neutral
test_id_10328,বেদনার বর্ণ বিহীন এ জীবনে যেন আসে ।,Positive
test_id_9903,এসে ঘিরবে দিঘির ধারগুলায়- তখন আমায় নাইবা মনে ।,Positive
test_id_3373,সবার চুদা খাইতেছে এখন বুঝবে পরকাল কি,Negative
test_id_1299,পৃথিবীর কোনো সভ্য দেশে এতো ব্যাংক নাই,Neutral
test_id_5333,অধিদপ্তর দেশের বিস্তৃত অঞ্চলজুড়ে শীত থাকলেও আপাতত ।,Positive
test_id_206,জাহেদ খান এবর কিঠা আমি তো চিনলাম না ভাই পাজিল জাহেদ খানকি,Negative
test_id_3737,আহারে বাংলার মাগী,Negative
test_id_10507,মাঝে সপ্ন দেখে অবাক কোনো রাতে মাঝে মাঝে ।,Positive
test_id_2736,আমাদের দলের কারও পায়ে বল যেতেই অতি উৎসাহে ।,Positive
test_id_9162,সে গবেষণার অংশ হিসেবে মানুষ নানা সময়ে নানা ।,Positive
test_id_5477,হোস্টেলে ওই ঘটনায় চিতাবাঘটিকে তাড়াতে গিয়ে ১৫ জন ।,Positive
test_id_10811,ঝুম অন্ধকার তক্ষক ডাকা নিশুতিতে রূপকথা শুনে শিউরে ।,Positive
test_id_7926,জ্বী জনাব আমিও আপনার মতো ১৭ বছরের পুরনো স্মৃতি হাতড়ালা,Neutral
test_id_2209,বাইরে তাকিয়ে থাকতে থাকতে কখন ঘুমিয়ে পড়েছে ।,Positive
test_id_8646,কেউই কাঠ-কয়লা পুড়িয়ে হাড়ির তলা কালি করে ।,Positive
test_id_7598,তামিমের সাথে সাদমান হলে ভালো হতো সাদমান কি এখনো পরীক্ষিত নয় ?,Neutral
test_id_4747,এই কিছুদিন আগেই তো আমাদের মধ্যম আয়ের প্রোমোশন উপলক্ষে লেজার শো হল,Neutral
test_id_5864,সাফল্যকে ম্লান করে দিচ্ছে বলে মন্তব্য করেছেন আওয়ামী ।,Positive
test_id_9510,কেন?,Neutral
test_id_9893,পানে চেয়ে চেয়ে নাইবা আমায় ডাকলে যখন জমবে ।,Positive
test_id_3707,"দোয়া করি, ভবিষ্যতে স্মার্টনেস দেখাইতে গিয়া যেন মুখ ফসকে বেমালুম কথা বের নাহয়।",Negative
test_id_5153,তার প্রথম ছয় দিনের দ্বিপক্ষীয় সফর শেষে আগামীকাল ।,Positive
test_id_5116,নীল জিনসের প্যান্ট আর সাদা টপস পরে ।,Positive
test_id_311,"হায়্রে পাছা কবিরজনগণ কি ভুলে গেল সব পোষ্ট এ ""নোয়াখালী বিভাগ চাই"" কমেন্ট",Negative
test_id_9471,"আমেরিকার প্রতিটি প্রেসিডেন্টই বিশ্বনন্দিত নেতা, কিন্তু তাঁরা দু বার এর বেশী ক্ষমতায় থাকে না।",Neutral
test_id_10143,নয়তো ঘর নিজের ঘরেও অনেক মানুষ পর ।,Positive
test_id_5475,বিশ্ববিদ্যালয়ের লেডিস হোস্টেলে ওই ঘটনায় চিতাবাঘটিকে তাড়াতে গিয়ে ।,Positive
test_id_10395,পাঁজর মনের রঙিন ফুলে ভালোবাসি তোমায় কত ।,Positive
test_id_8318,দারুন!,Neutral
test_id_7469,মোমেন্টাম পেয়ে গেলে সে,Neutral
test_id_2218,কিন্তু আপনি এই নাম জানলেন কী করে ।,Positive
test_id_11206,তার অধিকাংশই কেবল চাকরি পরীক্ষার অভিজ্ঞতা জন্য ।,Positive
test_id_6045,নটী মাগীর মেয়ে,Negative
test_id_1273,সামান্য মানে? এসবই এখন আওয়ামী লীগের অন্ধের যষ্ঠী!,Neutral
test_id_9248,ভাল থাকতে শুধু বোলোনা চলতে চাই না ।,Positive
test_id_9770,ঠিক বলেছেন মাননীয় প্রধানমন্ত্রী।,Neutral
test_id_5914,এর আওতায় পরীক্ষামূলকভাবে ‘ঢাকা নগর পরিবহন’ নামে বাসসেবা ।,Positive
test_id_2411,তেরো বছর আট মাস বয়সে রয়ে গেলাম ।,Positive
test_id_1853,ভাই ব্রাজিল না ভেনিজুয়েলা হবে,Neutral
test_id_11168,সরকারি প্রাথমিকের সহকারী শিক্ষক পদে ৩২ হাজার ।,Positive
test_id_6147,কেও মাগির নাটক দেবকে না,Negative
test_id_261,"তরে পাইলে একটা কুপ দেমু পুটকি পর্যন্ত নিয়া লাগামু,ডাক্তার দেখলে ভয় পাবে নিবুদা",Negative
test_id_8928,গ্রহে কিংবা সৌরজগতের যেকোনো স্থানে কিংবা সৌরজগতের ।,Positive
test_id_8790,এমন কোনো ব্যবস্থা যদি তৈরি করা যায় যার ।,Positive
test_id_3779,আপনার পরণের কাপড় নাই কি,Negative
test_id_7759,অভিনন্দন ওয়েস্ট ইন্ডিজকে।,Neutral
test_id_10904,দ্রুত ও সঠিক পদ্ধতিতে জব সল্যুশন পড়ার ।,Positive
test_id_7901,লাম ইউ ব্রো. তুমি আর  বছর খেলা চালিয়ে যেতে পার সেই প্রার্থনা করছি.,Neutral
test_id_6982,"না বুঝার কি অাছে তুমি ছোট বাচ্চা নাকি, দুধ খাচ্ছ। বেশি করে মদ খা",Negative
test_id_3628,ক্যামেরাম্যানটা অনেক ধৈর্যশীল অনেকটা সানি লিওনের ক্যামেরাম্যানের মতো,Negative
test_id_3516,বোকা চোদা সাফা,Negative
test_id_532,বাচ্চার খাবার ঢেকে রাখুন .,Negative
test_id_4268,"আশার পর আশা আর
 ,জলাবদ্দতা",Neutral
test_id_6936,কাংকি মাগি তোর চৌদ্দ গোষ্টি চুূদি আমার বাড়া কাড়াই আছে তোরে টাপানোর জন্য,Negative
test_id_10894,তাঁদের সেই কষ্টমিশ্রিত স্বপ্নগুলো নিয়েও অন্তত একবার ভাবা ।,Positive
test_id_1678,অনেক ধন্যবাদ,Neutral
test_id_8400,বিমুখ না হয়ে শিক্ষার্থীসহ সবাইকে রাজনীতি সচেতন হওয়ার ।,Positive
test_id_1974,"শুধু আশ্রয় দিলেই হবে না, নিরাপত্তাও দিতে হবে।",Neutral
test_id_9071,প্রকৃতির বিরুদ্ধে গিয়ে কাজ করছে তাতে জোর ।,Positive
test_id_10216,অনেক পুড়েছি আমি অনেক কষ্টে অনেক কিছুই ।,Positive
test_id_10836,হারিয়ে যাওয়ার কোনো মানে নেই নিবিঢ় ঘরে ।,Positive
test_id_8916,কিংবা মঙ্গল গ্রহে শক্তি স্থানান্তর করা সম্ভব ।,Positive
test_id_11091,অধিকাংশ মানুষ কেন নিজের কাজে সময় না দিয়ে ।,Positive
test_id_3315,সারা বছর লেংটা হয়ে বছরে এক মাস পর্দা করে কি লাভ,Negative
test_id_151,সৃজিত কাকায় মনে হয় দূর্বল,Negative
test_id_3705,জায়েদ খান কে চুদিনা,Negative
test_id_5987,ও পরিবহনে শৃঙ্খলা না ফিরলে মেগা প্রকল্পের ।,Positive
test_id_6721,পিছনে যারা সমালোচনা করে তাদের পরিচয় কি বলবো ওরা তো      আজিবন এই করে।,Negative
test_id_3382,কিরে মাগী আমি তো মনে করছিলামতুই কাল রাতে মইরা গেছত,Negative
test_id_5136,হাসিনা মালদ্বীপে তার প্রথম ছয় দিনের দ্বিপক্ষীয় ।,Positive
test_id_4264,বিএনপির সময় এইটা মনে ছিল না ?,Neutral
test_id_4668,বিকাশে ভোটার আইডি বাধ্যতামূলক করা উচিত ।,Neutral
test_id_2634,এবং স্কুলের বাইরেও ‘বেআক্কেল’ হিসেবে আলিনূরের বেশ ।,Positive
test_id_7443,তিনি সরকারী চাকরি করেন নাহ । অনেকটা আবার কি ? করেন না মানে করেন নাহ,Neutral
test_id_10669,কান পাত মনে পাবে শুনতে তার রঙের ।,Positive
test_id_4612,ভালো চালিয়ে যান টাকা লাগলে দেবে গৌর সেন।,Neutral
test_id_2128,তোমাকে আজ এত খুশি খুশি লাগছে কেন ।,Positive
test_id_8891,সোলার প্যানেলে ঘিরে নেওয়া হয় এবং তাপ ও ।,Positive
test_id_7540,ভারতীয় ক্রিকেটার ঢাকার লীগে কেন?,Neutral
test_id_7948,"কোচকে হতে হবে খেলোয়াড়বান্ধব, কিন্তু বিসিবির কর্তাবান্ধব নয়।",Neutral
test_id_8799,তাহলে সেটা খুব চমৎকার কিছু হবে তাতে ।,Positive
test_id_4396,বিএনপির অবৈতনিক উপদেস্টা।,Neutral
test_id_9274,পড়বে যখনই জোছনা হাসে তোমাকে মনে পড়বে যখনই ।,Positive
test_id_2264,পেল জানালার বাইরে দাঁড়িয়ে কেউ তাকে ডাকছে ।,Positive
test_id_3726,অাপনে কি নোংরামি চাপট করতেছেন,Negative
test_id_4433,এসব কি হচ্ছে এদেশে ?,Neutral
test_id_9860,তোমাকে আলো ভেবে- চোখ চেয়ে থেকেছি আঁধারে ।,Positive
test_id_7530,আর্জেন্টিনা দুই গোল ব্যাবধানে হেরেছে বিশ্বকাপে তো ভরাডুবি কিভাবে হলো?,Neutral
test_id_8900,এর মাধ্যমে আহরণ করা হয় তাহলে ব্যাপক শক্তির ।,Positive
test_id_2965,খেয়াল করলেন একটি কিশোর ছেলে ট্রেনে ওঠার ।,Positive
test_id_6507,তুই তো তোর মায়ের জারজ সন্তান তুই কি করে পরকাল বিশ্বাস করবি।,Negative
test_id_1206,দিন ক্ষন বছর লাগে নাকি,Neutral
test_id_967,তোর মা ছিলো অসভ্য । তাই তুইও হইছিস খানকি,Negative
test_id_6792,ঠিক আছে   সান্ত হও শোনার পরে না হয়   _  -;???????,Negative
test_id_10383,যাবো তোমায় ভালোবেসে বুকে আছে তোমার জন্য অনেক ।,Positive
test_id_9885,আনাগোনা এই হাটে- তখন আমায় নাইবা মনে রাখলে ।,Positive
test_id_10210,ঠকেছি আমি আগুন থেকে ঠেকে শিখে অনেক ।,Positive
test_id_5307,হাসিনা তার সম্মানে মালদ্বীপের রাষ্ট্রপতি ও দেশটির ।,Positive
test_id_7889,আবারও মেসিকে ছাপিয়ে শিরোনাম।,Neutral
test_id_3834,হ ঠিক আছে।আলোচনয়া আসতে যে তুমি নেংটাও হতে পারবে তা বুঝতে পারছি। খানকি খানকি লাগছে!!,Negative
test_id_4693,ভারতীয় পণ্যের উপরও শুল্ক আরোপ করা হোক। ট্রেডের ক্ষেত্রে বন্ধুত্ব বলে কিছু নেই।,Neutral
test_id_7351,"এটা তো খুবই স্বাভাবিক ব্যাপার, কোহলির জন্য।",Neutral
test_id_1786,আরেকজন দিলে দলীয় কোন্দল হত।,Neutral
test_id_9926,দিন উঠবে ভরি- চরবে গরু খেলবে রাখাল ।,Positive
test_id_11317,একদম সহজ- আপনি যদি প্রাইমারি সহকারী নিয়োগ পরীক্ষার ।,Positive
test_id_8464,গত বছর বই উৎসব না হলেও বই বিতরণ ।,Positive
test_id_1793,৫টি কলেজের মধ্যে ৪টি কলেজ উত্তরবঙ্গের।,Neutral
test_id_10178,গিয়েও হারটা স্বীকার করিনি শুধু তোমায় হারাবো ।,Positive
test_id_11111,কি ওনাদের পবিত্র ও ভালো কাজের জন্য ।,Positive
test_id_5260,দেশের মধ্যে বন্ধুত্বের প্রতীক হিসেবে বাংলাদেশ মালদ্বীপকে ।,Positive
test_id_3501,বইরা দিলো হিরো আলম,Negative
test_id_5685,বাজার চীনে সনি ও ডিজনির সহপ্রযোজিত ছবিটি ।,Positive
test_id_8808,কোনো কাজ যদি আজকে শুরু না করি ।,Positive
test_id_9356,সকালে আঁকলাম সূর্য তোমার কপালে অথচ সারা আকাশ ।,Positive
test_id_466,তুইয় বিশ্বাস কর বা না কর কিছু যায় আসে না তুইয় একটা মাগি,Negative
test_id_10903,জেনে দ্রুত ও সঠিক পদ্ধতিতে জব সল্যুশন ।,Positive
test_id_4436,ব্যবসায় সংঘাত অনিবার্য!,Neutral
test_id_8813,না করি তাহলে দূরেরটা আরও দূরে সরে ।,Positive
test_id_2876,দেখে ফেরার ট্রেন না পেলে তখন নাহয় স্কুলের ।,Positive
test_id_5893,এর আওতায় পরীক্ষামূলকভাবে ‘ঢাকা নগর পরিবহন’ নামে ।,Positive
test_id_6250,জারজের বাচছারে সবাই আনলাইক আনফলো কর।,Negative
test_id_668,"আমি তোমাকে কেউ বেশ্যা বলতে দেখিনি, সুতারাং তুমি উচ্চবিত্ত পতিতা হতে পারনা। অসম্ভব। লজিক",Negative
test_id_3976,দূর তো পাচা নাই,Negative
test_id_8506,প্রস্তুত বইগুলোতে ভুলত্রুটি সম্পর্কে জানতে চাইলে মন্ত্রী ।,Positive
test_id_3136,এই যাও বাল তোমারে চুদি না। আমার নুনু অনেক বেশি বড়ো।,Negative
test_id_1716,শুনলাম তো প্রতি ইউনিটে ৩২ হাজার করে,Neutral
test_id_9681,"আর বেশী দেরী নাই, এবার নির্বাচনের পর বিএনপিরও একই দশা হবে",Neutral
test_id_529,ছি ছি খানকি তুই জাহান্নামী হইবি,Negative
test_id_590,আজ থেকে তার বিরুদ্ধ পোস্ট করা হুক।।।।হাংকি কোথাকার বেইশ্যা মাগী।,Negative
test_id_10523,ইচ্চে করে কষ্ট উড়াই হাওয়ায় মাঝে মাঝে তোমায় ।,Positive
test_id_8761,তাকে আরো উন্নত পর্যায়ে নিয়ে যেতে দরকার ।,Positive
test_id_5192,স্থানীয় সময় আগামীকাল সন্ধ্যায় হযরত শাহজালাল আন্তর্জাতিক বিমানবন্দরে ।,Positive
test_id_1921,জেনেভা কনভেশন সরাসরি অফিসিয়াল যুদ্ধাবস্থায় প্রয়োগ হয়।,Neutral
test_id_5700,মঙ্গলবার সুগন্ধা নদীতে এমভি অভিযান-১০ নামের লঞ্চে ।,Positive
test_id_3319,তুই তোর বাপরে বলিস তুমি পরকাল বিশাস কর কি নি মাগি,Negative
test_id_3668,কাপড় খুইল্লা গেছে_,Negative
test_id_8235,ওবায়দুল সাহেব একটু বলবেনই। এ নিয়ে শিহরিত হওয়ার কিছু নেই।,Neutral
test_id_533,হিরো কনডমের মত পাতলা এবং ভরসা নেই,Negative
test_id_8282,অপরাধী ধরতে গিয়ে আবার কোন নির্দোষ ব্যক্তিকে যেন হয়রানী করা না হয়।,Neutral
test_id_10888,না খেয়ে অনেক স্বপ্ন নিয়ে পড়াশোনা করিয়েছেন ।,Positive
test_id_4613,ক্রস ফায়ার এর ব্যবহার এসব ক্ষেত্রে হলে ভাল হতো।অনিয়ম গুলো কমত।,Neutral
test_id_1721,এসব সুপারিশ-নীতিমালা তো অনেকই হয়,Neutral
test_id_7862,বাংলাদেশের ক্রিকেটের প্রতিবেদনের থেকে এদের নিয়ে করা প্রতিবেদনগুলো পড়তে বেশি ভালো লাগে।,Neutral
test_id_126,কাল ঈদ ছিলো অথচ তুমি এখনও আমার সাথে কোলাকোলি করো নাই।,Negative
test_id_9511,"এটা বঙ্গবন্ধুর আওয়ামীলীগ নয়, মুক্তিযুদ্ধের আওয়ামীলীগও নয়। এটা এরশাদের উত্তরসুরী",Neutral
test_id_3836,নতুন করে ঈমান আনা প্রয়োজন! যত্র সব পাগল ফেসবুকে।,Negative
test_id_1281,যাদের অর্থনীতির আকার ছোট তাদের জিডিপি বেশি হলেও অন্যদের চেয়ে কমই থাকে।,Neutral
